word,won,wrong_guesses,repeated_guesses,total_guesses,guesses
nutritional,True,4,0,12,"['e', 'i', 'a', 'n', 't', 'o', 'r', 's', 'l', 'c', 'g', 'u']"
northeaster,True,2,0,10,"['e', 'r', 'a', 't', 'n', 'i', 'o', 'l', 's', 'h']"
sowlike,False,6,0,10,"['e', 'a', 'i', 't', 'n', 'l', 'o', 'r', 'c', 'g']"
craniopharyngeal,True,5,0,17,"['e', 'a', 't', 'n', 'i', 'r', 'o', 'l', 'c', 's', 'm', 'u', 'd', 'p', 'h', 'g', 'y']"
unimpressibly,True,5,0,16,"['e', 'a', 'i', 'n', 't', 's', 'o', 'c', 'l', 'r', 'u', 'd', 'p', 'y', 'b', 'm']"
inaudible,False,6,0,13,"['e', 't', 'a', 'r', 'l', 'i', 'n', 'c', 's', 'o', 'd', 'b', 'm']"
reapproach,True,5,0,12,"['e', 'a', 't', 'n', 'l', 'r', 'i', 'o', 'c', 's', 'h', 'p']"
cabob,False,6,0,7,"['a', 'l', 'r', 'e', 't', 'n', 'f']"
anaconda,False,6,0,10,"['e', 'o', 'r', 'i', 'n', 'a', 't', 'l', 'c', 'g']"
inwick,False,6,0,9,"['e', 'a', 'i', 'n', 't', 's', 'c', 'r', 'o']"
subpubic,False,6,0,8,"['e', 'o', 'i', 'a', 'n', 's', 't', 'l']"
nebularization,False,6,0,15,"['e', 'i', 't', 'a', 'n', 'r', 'c', 's', 'o', 'l', 'd', 'm', 'p', 'u', 'g']"
pharmacopsychology,True,5,0,16,"['o', 'i', 'n', 'r', 't', 'e', 'l', 'a', 'c', 's', 'm', 'u', 'p', 'h', 'y', 'g']"
cyrtopia,False,6,0,13,"['e', 'o', 'r', 'a', 'i', 'n', 't', 'l', 's', 'p', 'u', 'c', 'h']"
lienculus,True,5,0,12,"['e', 'r', 'i', 'a', 't', 'n', 's', 'o', 'l', 'u', 'g', 'c']"
tuck,False,6,0,7,"['a', 'o', 'e', 'i', 't', 'r', 'y']"
becuiba,False,6,0,10,"['e', 'a', 'i', 't', 'r', 'n', 'l', 'c', 's', 'h']"
rufflike,False,6,0,10,"['e', 'i', 't', 'r', 'n', 'a', 'l', 'o', 's', 'c']"
gratulation,True,4,0,13,"['e', 'i', 'a', 'n', 't', 'o', 'r', 'c', 'p', 'h', 'l', 'u', 'g']"
disgustful,False,6,0,11,"['e', 'i', 'r', 't', 'n', 'a', 's', 'o', 'l', 'u', 'h']"
microcrystallogeny,True,3,0,16,"['o', 'i', 'n', 'e', 't', 'r', 'a', 'c', 'l', 's', 'd', 'p', 'm', 'u', 'g', 'y']"
bavian,False,6,0,8,"['e', 'a', 'n', 'r', 'l', 't', 'c', 'd']"
petrification,False,6,0,15,"['e', 'i', 't', 'a', 'n', 'r', 'c', 's', 'o', 'l', 'd', 'p', 'm', 'h', 'g']"
antiseption,True,4,0,12,"['e', 'r', 'a', 'i', 'n', 't', 's', 'o', 'c', 'l', 'd', 'p']"
stakemaster,False,6,0,12,"['e', 'r', 't', 'a', 'n', 'l', 's', 'c', 'm', 'd', 'p', 'g']"
weatherhead,False,6,0,11,"['e', 'r', 't', 'a', 'n', 'l', 'i', 's', 'c', 'h', 'p']"
unglosed,False,6,0,12,"['e', 'r', 'a', 'i', 'n', 'l', 'o', 't', 's', 'u', 'm', 'c']"
draggy,False,6,0,8,"['e', 'a', 'r', 't', 'l', 'o', 'n', 'u']"
ectoblast,False,6,0,13,"['e', 'i', 'a', 'n', 'r', 't', 's', 'o', 'l', 'u', 'c', 'p', 'm']"
ensue,False,6,0,8,"['a', 'e', 'n', 't', 'r', 'l', 'i', 'd']"
yaguaza,False,6,0,7,"['e', 'a', 'r', 'l', 't', 'n', 'c']"
obduracy,False,6,0,11,"['e', 'o', 'a', 'n', 't', 'r', 'l', 's', 'u', 'c', 'i']"
grow,False,6,0,8,"['a', 'o', 'n', 'i', 'l', 'r', 'e', 't']"
lying,False,6,0,9,"['a', 'e', 'i', 't', 'n', 's', 'r', 'g', 'o']"
splintery,True,3,0,12,"['e', 'r', 'a', 'i', 't', 'n', 'o', 's', 'l', 'u', 'y', 'p']"
kitchenward,False,6,0,15,"['e', 'r', 'a', 'i', 't', 'n', 'l', 'o', 'c', 's', 'h', 'd', 'm', 'p', 'g']"
accentuator,True,5,0,13,"['e', 'r', 'i', 'a', 't', 'n', 'l', 'o', 'c', 'h', 'm', 'p', 'u']"
gloomy,False,6,0,8,"['e', 'a', 'i', 'o', 'r', 'n', 'l', 'u']"
traveldom,False,6,0,14,"['e', 'a', 'r', 't', 'n', 'l', 'i', 's', 'c', 'o', 'm', 'd', 'p', 'g']"
redbird,False,6,0,9,"['e', 'a', 'i', 't', 'r', 'n', 's', 'o', 'l']"
hyporadiolus,True,5,0,16,"['e', 'a', 'i', 'n', 't', 'r', 'l', 'o', 's', 'c', 'u', 'p', 'm', 'd', 'h', 'y']"
underchancellor,True,3,0,13,"['e', 'r', 'a', 't', 'n', 'i', 'o', 'l', 'c', 'h', 's', 'u', 'd']"
ingaevonic,False,6,0,12,"['e', 'r', 'a', 'n', 'i', 't', 'o', 'c', 'l', 's', 'd', 'm']"
niccoliferous,False,6,0,15,"['e', 'i', 't', 'n', 'r', 's', 'o', 'l', 'c', 'a', 'u', 'd', 'm', 'p', 'v']"
warbled,False,6,0,10,"['e', 'r', 'a', 't', 'n', 'i', 'l', 's', 'o', 'p']"
ceroplast,True,2,0,11,"['e', 'r', 'i', 'a', 't', 'l', 'n', 'o', 's', 'p', 'c']"
heatlike,False,6,0,11,"['e', 'r', 't', 'a', 'i', 'n', 'l', 's', 'c', 'd', 'p']"
rosular,True,3,0,9,"['e', 'a', 'i', 'n', 'o', 'l', 'r', 'u', 's']"
cochlear,True,4,0,11,"['e', 'a', 't', 'l', 'n', 'r', 'o', 'i', 'u', 'c', 'h']"
theron,True,3,0,9,"['e', 'a', 'r', 'i', 't', 'o', 'n', 'u', 'h']"
dramalogue,False,6,0,11,"['e', 'i', 'a', 't', 'r', 'n', 'l', 'o', 'c', 'p', 's']"
arciform,False,6,0,11,"['e', 'o', 'i', 't', 'n', 'l', 'r', 'a', 'c', 's', 'd']"
monopetalae,True,4,0,12,"['e', 'i', 'r', 't', 'n', 'a', 'l', 'o', 'c', 'p', 'h', 'm']"
thermoperiodicity,True,5,0,16,"['e', 'r', 'i', 't', 'n', 'o', 'l', 's', 'a', 'c', 'h', 'm', 'p', 'u', 'y', 'd']"
mandrake,False,6,0,10,"['e', 'i', 'a', 't', 'r', 'l', 'n', 'c', 's', 'o']"
semology,False,6,0,8,"['e', 'r', 'i', 'a', 't', 'n', 'l', 'c']"
lipoferous,False,6,0,14,"['e', 'r', 'a', 'i', 'n', 't', 's', 'o', 'l', 'c', 'm', 'u', 'p', 'd']"
atrichosis,True,2,0,10,"['e', 'i', 't', 'a', 'n', 'r', 's', 'o', 'c', 'h']"
anneslia,True,2,0,8,"['e', 'a', 'r', 't', 'n', 'i', 'l', 's']"
cobbra,False,6,0,9,"['e', 'a', 'i', 'r', 'o', 't', 'n', 'l', 'u']"
osteogenesis,False,6,0,12,"['e', 'r', 'n', 't', 's', 'i', 'l', 'a', 'o', 'm', 'p', 'c']"
caulotaxy,False,6,0,11,"['e', 'o', 'i', 'r', 'n', 't', 'a', 'l', 'c', 's', 'b']"
genyophrynidae,False,6,0,15,"['e', 'i', 't', 'r', 'n', 'a', 'o', 'c', 'l', 's', 'p', 'h', 'd', 'u', 'm']"
login,False,6,0,10,"['a', 'e', 'i', 'n', 't', 'r', 'l', 'o', 'm', 'v']"
zoeform,False,6,0,9,"['e', 'r', 'a', 'i', 'n', 't', 'o', 'c', 'l']"
corollary,True,4,0,10,"['e', 'o', 'n', 'i', 'r', 'a', 't', 'l', 'c', 'y']"
chlamydobacteriaceae,True,5,0,18,"['o', 'i', 'a', 't', 'r', 'n', 'l', 'e', 'c', 'p', 'h', 'm', 's', 'd', 'u', 'g', 'b', 'y']"
presurvey,False,6,0,10,"['e', 'r', 'a', 'o', 't', 'n', 's', 'i', 'p', 'l']"
aedilian,True,3,0,9,"['e', 'r', 'i', 't', 'n', 's', 'l', 'a', 'd']"
tubik,False,6,0,8,"['a', 'e', 'i', 'n', 't', 'r', 'l', 's']"
entosphere,True,4,0,12,"['e', 'r', 'a', 'n', 't', 'i', 'l', 'o', 's', 'h', 'c', 'p']"
hydrofluate,False,6,0,13,"['e', 'i', 'a', 't', 'r', 'o', 'n', 'l', 'u', 'p', 'c', 's', 'm']"
regather,False,6,0,11,"['e', 'r', 'n', 't', 'i', 'a', 'l', 's', 'm', 'h', 'c']"
discoplacenta,True,1,0,12,"['e', 'i', 't', 'a', 'n', 'r', 'l', 'c', 'o', 's', 'p', 'd']"
chivalrousness,True,5,0,17,"['e', 'a', 'r', 't', 'n', 'i', 'o', 'l', 's', 'c', 'u', 'h', 'm', 'd', 'p', 'g', 'v']"
gasless,False,6,0,10,"['e', 'r', 'a', 't', 'n', 'l', 's', 'c', 'm', 'i']"
spiraculum,False,6,0,14,"['e', 'i', 'a', 'o', 'n', 't', 'r', 'l', 's', 'c', 'h', 'u', 'm', 'y']"
undeliberative,False,6,0,16,"['e', 'r', 'a', 't', 'n', 'i', 's', 'l', 'c', 'o', 'd', 'p', 'm', 'u', 'v', 'h']"
stereobatic,False,6,0,14,"['e', 'r', 'a', 'n', 't', 'i', 's', 'c', 'l', 'm', 'd', 'o', 'p', 'u']"
gaviiformes,False,6,0,13,"['e', 'r', 'a', 't', 'n', 'i', 'l', 's', 'c', 'o', 'm', 'p', 'd']"
derived,False,6,0,10,"['e', 'r', 't', 'a', 'n', 's', 'l', 'd', 'i', 'c']"
flagellated,False,6,0,11,"['e', 'r', 't', 'a', 'n', 'l', 's', 'c', 'd', 'p', 'i']"
aspen,False,6,0,10,"['a', 'e', 'r', 't', 'n', 'l', 's', 'm', 'b', 'i']"
preinvent,False,6,0,12,"['e', 'r', 'a', 't', 'n', 'o', 'i', 'c', 'l', 'd', 'p', 'g']"
sachamaker,False,6,0,13,"['e', 'i', 'a', 'r', 't', 'l', 'n', 'c', 'm', 'h', 's', 'd', 'p']"
spectroscopic,True,4,0,12,"['e', 'i', 'n', 'a', 't', 'r', 's', 'o', 'l', 'c', 'm', 'p']"
arctogaeal,False,6,0,13,"['e', 'a', 't', 'i', 'n', 'r', 'o', 'l', 's', 'c', 'm', 'p', 'u']"
respondency,False,6,0,13,"['e', 'r', 'n', 'a', 't', 'i', 'o', 's', 'c', 'l', 'h', 'd', 'm']"
gadroon,False,6,0,10,"['e', 'a', 'i', 't', 'n', 'o', 'r', 'l', 'c', 'p']"
consort,False,6,0,11,"['e', 'a', 'i', 'o', 'n', 'r', 't', 'c', 'l', 'g', 'd']"
plumelike,False,6,0,9,"['e', 'r', 'i', 't', 'n', 'l', 'a', 's', 'c']"
aniseikonia,False,6,0,12,"['e', 'o', 'r', 'n', 't', 'i', 'c', 's', 'a', 'l', 'd', 'p']"
paintedness,False,6,0,12,"['e', 'r', 'a', 't', 'n', 'i', 's', 'o', 'l', 'u', 'c', 'm']"
cochliodus,False,6,0,13,"['e', 'i', 'a', 't', 'n', 's', 'r', 'o', 'l', 'u', 'c', 'h', 'm']"
disintegration,True,5,0,15,"['e', 'a', 'r', 't', 'i', 'n', 's', 'o', 'l', 'p', 'd', 'c', 'u', 'm', 'g']"
calmierer,False,6,0,12,"['e', 'r', 'a', 't', 'n', 'l', 'i', 'c', 'o', 'd', 's', 'y']"
faunally,False,6,0,9,"['e', 'o', 'i', 'a', 'n', 't', 'l', 'r', 'c']"
archeion,False,6,0,12,"['e', 'a', 'n', 'i', 't', 'o', 'l', 'r', 's', 'd', 'm', 'p']"
nance,False,6,0,9,"['a', 'l', 'r', 'e', 'n', 't', 'd', 'i', 'g']"
expellee,False,6,0,8,"['e', 'r', 'n', 't', 'l', 's', 'a', 'd']"
treasonable,True,2,0,11,"['e', 'r', 'a', 't', 'n', 'l', 'i', 'o', 'c', 'b', 's']"
triboluminescence,False,6,0,17,"['e', 'r', 'a', 't', 'n', 'o', 'i', 'l', 's', 'c', 'd', 'm', 'p', 'y', 'u', 'h', 'g']"
crevice,False,6,0,10,"['e', 'r', 't', 'a', 's', 'n', 'l', 'i', 'c', 'd']"
unresistedly,True,2,0,12,"['e', 'r', 'a', 'o', 'n', 'i', 't', 's', 'u', 'l', 'y', 'd']"
superciliousness,True,4,0,14,"['e', 'r', 'a', 't', 'n', 'o', 'i', 's', 'l', 'u', 'm', 'd', 'p', 'c']"
prehumiliation,False,6,0,17,"['e', 'i', 't', 'n', 'a', 'r', 'o', 's', 'l', 'p', 'd', 'c', 'm', 'u', 'g', 'f', 'b']"
planktologist,False,6,0,15,"['e', 'i', 'o', 'n', 't', 'a', 'r', 's', 'l', 'c', 'u', 'p', 'd', 'g', 'h']"
camerina,True,4,0,11,"['e', 'a', 'r', 'i', 't', 'n', 'l', 'c', 's', 'h', 'm']"
clave,False,6,0,10,"['a', 'r', 'e', 'n', 't', 'l', 's', 'c', 'i', 'h']"
orca,True,3,0,7,"['a', 'i', 'e', 'o', 'r', 't', 'c']"
actability,False,6,0,11,"['e', 'i', 't', 'a', 'n', 'r', 'l', 's', 'c', 'o', 'h']"
lubricational,True,4,0,14,"['e', 'i', 't', 'a', 'n', 's', 'c', 'l', 'o', 'r', 'u', 'p', 'm', 'b']"
synodus,False,6,0,10,"['e', 'a', 'i', 'o', 'n', 'r', 'l', 'u', 's', 't']"
coumarate,True,3,0,11,"['e', 't', 'a', 'r', 'i', 'n', 'l', 'c', 'o', 'm', 'u']"
hoodshyness,False,6,0,10,"['e', 'a', 'r', 't', 'n', 'i', 'o', 's', 'u', 'c']"
prolongably,False,6,0,12,"['e', 'i', 'a', 'o', 'n', 't', 'r', 'l', 'c', 'p', 's', 'd']"
agrammatical,False,6,0,13,"['e', 'a', 't', 'i', 'n', 'r', 'l', 'c', 'o', 'p', 's', 'm', 'u']"
sulphopropionic,True,3,0,13,"['e', 'a', 'i', 't', 'n', 'o', 'r', 's', 'c', 'l', 'u', 'p', 'h']"
vender,True,5,0,10,"['e', 'r', 't', 'n', 'd', 'l', 'p', 'm', 's', 'v']"
unshuddering,True,5,0,14,"['e', 'i', 't', 'o', 'n', 'r', 'a', 's', 'c', 'l', 'u', 'd', 'g', 'h']"
desiccant,True,3,0,11,"['e', 'r', 'i', 'a', 't', 'n', 'l', 's', 'c', 'p', 'd']"
trolly,True,4,0,9,"['e', 'a', 'i', 'o', 'r', 'n', 't', 'l', 'y']"
nonascetic,True,2,0,10,"['e', 'r', 'a', 'o', 'n', 't', 'l', 'i', 's', 'c']"
parallelotropism,True,1,0,11,"['e', 'a', 't', 'i', 'n', 'r', 's', 'l', 'o', 'm', 'p']"
mildly,False,6,0,8,"['e', 'a', 'i', 'n', 't', 'l', 'o', 'r']"
recalibration,True,5,0,15,"['e', 'i', 't', 'a', 'n', 'r', 'l', 'o', 'c', 's', 'p', 'd', 'u', 'g', 'b']"
resistable,True,1,0,9,"['e', 'r', 'i', 't', 'n', 's', 'l', 'a', 'b']"
merychippus,False,6,0,13,"['e', 'a', 'r', 'i', 't', 'n', 'l', 's', 'o', 'c', 'h', 'u', 'd']"
substrate,False,6,0,12,"['e', 't', 'a', 'i', 'r', 's', 'o', 'u', 'n', 'l', 'm', 'p']"
bassoon,False,6,0,9,"['e', 'a', 'i', 't', 'n', 'o', 'r', 'l', 'c']"
teated,True,3,0,7,"['e', 'r', 'n', 't', 's', 'a', 'd']"
untentaculate,True,3,0,10,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'o', 'u', 'c']"
amphichrom,False,6,0,11,"['e', 'i', 'a', 't', 'n', 'r', 'o', 'l', 's', 'c', 'u']"
ionidium,False,6,0,9,"['e', 'o', 'i', 'n', 't', 's', 'c', 'l', 'a']"
gelose,False,6,0,8,"['e', 'r', 'n', 't', 'l', 'a', 'i', 'd']"
azotous,False,6,0,9,"['e', 'a', 'i', 'n', 'l', 'r', 't', 'o', 'c']"
resuppression,True,2,0,10,"['e', 'r', 'a', 'o', 'n', 't', 'i', 's', 'p', 'u']"
episcopalism,True,4,0,13,"['e', 'a', 'i', 'n', 't', 'r', 'l', 's', 'c', 'o', 'm', 'd', 'p']"
tarea,True,1,0,5,"['a', 'i', 'r', 'e', 't']"
instructively,True,5,0,16,"['e', 'a', 'o', 'i', 'n', 't', 's', 'r', 'l', 'c', 'd', 'y', 'm', 'p', 'v', 'u']"
graduator,False,6,0,10,"['e', 'o', 'r', 'a', 't', 'n', 'l', 'c', 'i', 'p']"
stanley,False,6,0,12,"['e', 'r', 'a', 'i', 'n', 't', 's', 'l', 'h', 'c', 'd', 'g']"
myringomycosis,False,6,0,12,"['e', 'i', 'n', 't', 'a', 's', 'o', 'r', 'c', 'p', 'u', 'l']"
cloudlessness,False,6,0,12,"['e', 'r', 't', 'n', 'a', 's', 'l', 'i', 'o', 'u', 'p', 'b']"
unfallible,False,6,0,12,"['e', 'i', 't', 'a', 'n', 'r', 'l', 'o', 'c', 's', 'u', 'd']"
shackling,False,6,0,14,"['e', 'o', 'a', 'r', 'i', 'n', 't', 'l', 'c', 'd', 'h', 's', 'g', 'u']"
battik,False,6,0,9,"['e', 'a', 't', 'i', 'n', 'c', 's', 'l', 'm']"
bushy,False,6,0,6,"['a', 'e', 'i', 'o', 'r', 'd']"
confinable,False,6,0,14,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'o', 'c', 'd', 's', 'g', 'b', 'h']"
codhead,False,6,0,9,"['e', 'r', 'a', 't', 'n', 'o', 'l', 's', 'p']"
trochoidally,True,4,0,14,"['e', 'a', 'o', 'i', 'n', 'r', 't', 'l', 'c', 's', 'h', 'y', 'm', 'd']"
pennaceous,True,5,0,13,"['e', 't', 'r', 'n', 's', 'i', 'l', 'a', 'd', 'c', 'o', 'u', 'p']"
confervaceous,False,6,0,14,"['e', 'r', 'i', 'a', 't', 'n', 'l', 'o', 'c', 's', 'u', 'd', 'm', 'g']"
strychnic,True,4,0,12,"['e', 'o', 'a', 'i', 'n', 't', 's', 'r', 'c', 'u', 'h', 'y']"
tangentiality,False,6,0,12,"['e', 'a', 't', 'i', 'n', 'r', 'l', 'o', 's', 'c', 'd', 'h']"
phenomenology,False,6,0,13,"['e', 'r', 'n', 't', 'i', 'a', 'l', 'o', 's', 'm', 'p', 'h', 'u']"
torchless,True,5,0,13,"['e', 'r', 'a', 'n', 't', 'i', 'o', 'l', 's', 'u', 'b', 'c', 'h']"
recook,False,6,0,8,"['e', 'r', 'a', 'n', 't', 's', 'l', 'd']"
leaderless,True,3,0,9,"['e', 'r', 't', 'a', 'n', 'l', 's', 'c', 'd']"
circumumbilical,False,6,0,11,"['e', 'a', 'i', 't', 'n', 'r', 'l', 'o', 'c', 'h', 's']"
mugwumpism,False,6,0,8,"['e', 'i', 'a', 't', 'n', 's', 'o', 'r']"
nonswearing,False,6,0,14,"['e', 'r', 'a', 'i', 'n', 't', 'o', 'd', 'c', 's', 'l', 'g', 'h', 'p']"
sky,False,6,0,6,"['a', 'o', 'e', 'i', 'n', 'g']"
deliberateness,False,6,0,15,"['e', 'r', 't', 'n', 's', 'a', 'l', 'i', 'c', 'd', 'o', 'm', 'p', 'v', 'h']"
mitigatory,False,6,0,11,"['e', 'i', 't', 'a', 'n', 'r', 'o', 'c', 's', 'l', 'd']"
barehanded,False,6,0,11,"['e', 'r', 'a', 'n', 't', 'l', 's', 'c', 'i', 'd', 'm']"
centralist,True,2,0,11,"['e', 'a', 'r', 't', 'n', 'l', 'i', 's', 'p', 'd', 'c']"
oxyether,False,6,0,10,"['e', 'r', 't', 'i', 'n', 'l', 'a', 'h', 's', 'c']"
interseminal,True,1,0,10,"['e', 'r', 'a', 't', 'n', 'i', 'l', 's', 'd', 'm']"
premisal,True,4,0,12,"['e', 'a', 'r', 't', 'n', 'l', 'i', 'c', 's', 'd', 'p', 'm']"
paramese,True,5,0,11,"['e', 'r', 'a', 't', 'n', 'l', 's', 'c', 'm', 'i', 'p']"
ossetish,True,3,0,9,"['e', 'a', 'i', 't', 'n', 's', 'u', 'o', 'h']"
parentheses,True,3,0,11,"['e', 'r', 'a', 'n', 't', 'l', 's', 'i', 'h', 'c', 'p']"
unembarrassment,False,6,0,14,"['e', 'r', 'a', 'n', 't', 'i', 'l', 'c', 'o', 's', 'p', 'm', 'u', 'h']"
confirmingly,False,6,0,15,"['e', 'a', 'i', 't', 'n', 'o', 's', 'r', 'l', 'c', 'd', 'g', 'm', 'y', 'h']"
treasurable,True,5,0,13,"['e', 'r', 'a', 't', 'n', 'l', 'o', 'i', 'c', 'b', 'p', 's', 'u']"
purposivistic,False,6,0,13,"['e', 'i', 't', 'n', 's', 'o', 'c', 'r', 'a', 'l', 'p', 'h', 'd']"
furnacite,False,6,0,14,"['e', 't', 'a', 'i', 'r', 'n', 'l', 'o', 'c', 'u', 's', 'p', 'd', 'g']"
nailprint,True,4,0,11,"['e', 'o', 'a', 't', 'n', 'i', 'l', 'r', 'y', 'u', 'p']"
aspidobranchia,False,6,0,16,"['e', 'i', 'n', 'o', 't', 'r', 'a', 'l', 'c', 's', 'h', 'p', 'm', 'u', 'd', 'g']"
swirl,False,6,0,8,"['a', 'e', 'i', 't', 'n', 'r', 'o', 'p']"
recruitment,False,6,0,11,"['e', 'r', 'a', 'o', 't', 'n', 'i', 'l', 's', 'd', 'h']"
nemertini,True,3,0,9,"['e', 'r', 't', 'i', 'n', 'l', 's', 'd', 'm']"
piper,False,6,0,9,"['a', 'e', 'r', 'i', 't', 'n', 'l', 's', 'v']"
dissatisfy,False,6,0,10,"['e', 'i', 't', 'n', 's', 'a', 'l', 'r', 'c', 'm']"
evangelization,False,6,0,13,"['e', 'r', 'a', 'n', 't', 'i', 's', 'l', 'c', 'o', 'd', 'm', 'p']"
poluphloisboiotatotic,False,6,0,16,"['o', 'n', 'r', 'i', 't', 's', 'c', 'e', 'a', 'l', 'p', 'u', 'h', 'm', 'd', 'f']"
podomancy,False,6,0,11,"['e', 'o', 'n', 'i', 'r', 't', 'l', 'a', 'c', 'm', 's']"
thishow,False,6,0,10,"['e', 'a', 'i', 't', 'o', 'r', 'n', 'l', 's', 'm']"
ovarin,False,6,0,11,"['e', 'a', 'r', 'i', 'n', 't', 'o', 'u', 'l', 'h', 'c']"
ismal,False,6,0,9,"['a', 'n', 'e', 'r', 'l', 'i', 'c', 'o', 't']"
intraduodenal,False,6,0,15,"['e', 'i', 'a', 'n', 't', 'r', 'l', 'c', 's', 'o', 'm', 'p', 'd', 'h', 'g']"
vassalry,False,6,0,9,"['e', 'o', 'i', 'a', 'n', 'l', 'r', 't', 'c']"
unfluted,False,6,0,12,"['e', 'r', 'a', 'i', 'n', 'l', 'o', 't', 's', 'u', 'd', 'm']"
conclusional,True,3,0,11,"['e', 'a', 'i', 't', 'n', 'o', 'r', 'l', 'c', 's', 'u']"
acronymic,False,6,0,12,"['e', 'o', 'a', 't', 'n', 'i', 'r', 'l', 'c', 'd', 's', 'g']"
electroosmotic,True,4,0,13,"['e', 'r', 'a', 'o', 'n', 't', 's', 'i', 'c', 'l', 'h', 'p', 'm']"
morrowtide,False,6,0,11,"['e', 'i', 'n', 't', 'a', 'o', 'r', 's', 'c', 'l', 'p']"
glucosidically,False,6,0,15,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'c', 'o', 's', 'y', 'p', 'd', 'u', 'b']"
concatenation,True,1,0,8,"['e', 'a', 't', 'i', 'n', 'o', 'r', 'c']"
fucate,False,6,0,10,"['e', 'a', 't', 'i', 'r', 'l', 'o', 'c', 'n', 's']"
abigail,False,6,0,9,"['e', 'a', 't', 'n', 'r', 'l', 'i', 'c', 's']"
encinillo,True,4,0,10,"['e', 'i', 'n', 't', 's', 'a', 'c', 'o', 'r', 'l']"
ungloriously,True,4,0,13,"['e', 'a', 'i', 'o', 'n', 't', 'r', 's', 'u', 'c', 'l', 'y', 'g']"
drupelet,False,6,0,12,"['e', 'r', 'a', 't', 'n', 'o', 'l', 'i', 'p', 'u', 'c', 'b']"
unsensory,False,6,0,10,"['e', 'a', 'r', 'o', 't', 'n', 'i', 'c', 'l', 'd']"
aphelenchus,True,4,0,13,"['e', 'r', 't', 'n', 'l', 'i', 'a', 's', 'o', 'c', 'u', 'h', 'p']"
eucosmidae,True,4,0,13,"['e', 'i', 'n', 't', 'r', 'l', 's', 'a', 'o', 'c', 'd', 'm', 'u']"
tragicose,False,6,0,14,"['e', 't', 'i', 'a', 'n', 'r', 'l', 's', 'c', 'o', 'd', 'm', 'p', 'b']"
interdepend,True,5,0,12,"['e', 'r', 't', 'a', 'n', 'i', 'l', 's', 'd', 'm', 'c', 'p']"
pronpl,False,6,0,9,"['e', 'a', 'i', 'o', 'r', 'n', 't', 's', 'u']"
immunogenic,False,6,0,13,"['e', 'r', 'i', 'n', 'a', 't', 'o', 's', 'c', 'l', 'u', 'm', 'p']"
unfledgedness,False,6,0,12,"['e', 'r', 'n', 'a', 't', 'i', 's', 'o', 'l', 'u', 'd', 'c']"
amaga,False,6,0,7,"['a', 'r', 't', 'l', 'n', 'c', 'i']"
archelenis,True,4,0,13,"['e', 'r', 'a', 't', 'n', 'i', 's', 'l', 'o', 'm', 'd', 'c', 'h']"
brustle,True,5,0,12,"['e', 'a', 'i', 't', 'n', 'l', 's', 'u', 'o', 'p', 'r', 'b']"
bibliographize,False,6,0,13,"['e', 'i', 't', 'n', 's', 'l', 'a', 'r', 'c', 'o', 'p', 'd', 'm']"
ectocuniform,False,6,0,15,"['e', 'a', 'i', 'n', 'o', 'r', 't', 's', 'c', 'l', 'u', 'd', 'm', 'p', 'h']"
scutulated,True,4,0,12,"['e', 'i', 'a', 'r', 't', 'n', 's', 'o', 'l', 'u', 'c', 'd']"
choledoch,False,6,0,10,"['e', 'a', 'i', 'r', 'n', 't', 'l', 'd', 'o', 's']"
pessimum,False,6,0,9,"['e', 'r', 'i', 'n', 't', 'l', 's', 'c', 'd']"
winegrower,False,6,0,11,"['e', 'r', 'a', 't', 'n', 'o', 'i', 'l', 's', 'd', 'p']"
annelida,False,6,0,11,"['e', 'a', 'r', 't', 'n', 'i', 'l', 'c', 's', 'o', 'm']"
whatness,False,6,0,11,"['e', 'a', 'r', 'n', 'i', 's', 'o', 'l', 't', 'c', 'm']"
sulphurization,False,6,0,17,"['e', 'i', 'a', 'n', 't', 'o', 'r', 'c', 's', 'l', 'u', 'm', 'd', 'p', 'h', 'g', 'b']"
monistical,True,4,0,13,"['e', 'i', 'n', 'o', 't', 's', 'c', 'r', 'a', 'l', 'p', 'h', 'm']"
anaspidacea,False,6,0,13,"['e', 'r', 'o', 'a', 't', 'n', 'l', 'i', 'c', 's', 'm', 'd', 'h']"
approximatively,False,6,0,16,"['e', 'o', 'r', 'a', 'n', 't', 'l', 'i', 'c', 's', 'm', 'p', 'd', 'g', 'y', 'h']"
scopidae,True,5,0,13,"['e', 'i', 't', 'a', 'n', 'r', 'o', 'l', 'c', 's', 'm', 'd', 'p']"
spondylocladium,True,3,0,15,"['e', 'a', 'i', 'n', 't', 'o', 'r', 'l', 's', 'c', 'd', 'u', 'p', 'y', 'm']"
turningness,True,2,0,10,"['e', 'a', 'r', 'o', 'n', 'i', 't', 'u', 's', 'g']"
wisecrack,False,6,0,12,"['e', 'a', 'r', 't', 'n', 'l', 's', 'i', 'd', 'c', 'h', 'o']"
mincer,True,3,0,9,"['e', 'r', 'a', 'i', 'n', 't', 'l', 'c', 'm']"
tryphosa,False,6,0,11,"['e', 'o', 'i', 'n', 'r', 'a', 'l', 's', 't', 'c', 'm']"
unbowing,False,6,0,9,"['e', 'o', 'i', 't', 'n', 'a', 'r', 'd', 'l']"
