word,won,wrong_guesses,repeated_guesses,total_guesses,guesses
amalgamate,False,6,0,11,"['i', 'e', 'a', 't', 'r', 'n', 'l', 'c', 'm', 'o', 'y']"
nutritional,True,4,0,12,"['e', 'a', 'r', 'i', 'n', 't', 'o', 's', 'l', 'c', 'g', 'u']"
northeaster,True,2,0,10,"['e', 'r', 'a', 't', 'n', 'i', 'o', 'l', 's', 'h']"
sowlike,False,6,0,11,"['e', 'a', 'i', 'n', 't', 'l', 'r', 's', 'c', 'o', 'p']"
craniopharyngeal,True,5,0,17,"['i', 'e', 't', 'a', 'n', 'r', 'o', 'l', 'c', 's', 'm', 'u', 'd', 'p', 'h', 'g', 'y']"
unimpressibly,True,5,0,16,"['e', 'i', 'n', 'a', 't', 's', 'o', 'c', 'l', 'r', 'u', 'd', 'p', 'y', 'b', 'm']"
inaudible,False,6,0,13,"['i', 'n', 'e', 't', 'r', 's', 'l', 'a', 'c', 'o', 'd', 'b', 'm']"
reapproach,True,5,0,12,"['i', 'e', 'r', 'a', 't', 'n', 'l', 'o', 'c', 's', 'h', 'p']"
cabob,False,6,0,7,"['a', 't', 'r', 'l', 'n', 'e', 'k']"
anaconda,False,6,0,10,"['a', 'e', 'r', 'l', 't', 'n', 'i', 'o', 'c', 'g']"
inwick,False,6,0,9,"['e', 'a', 'o', 'i', 'n', 't', 's', 'c', 'r']"
subpubic,False,6,0,8,"['a', 'e', 'i', 'n', 't', 'l', 's', 'r']"
nebularization,False,6,0,15,"['o', 'i', 'n', 't', 'a', 'r', 'e', 'c', 'l', 's', 'd', 'm', 'p', 'u', 'g']"
pharmacopsychology,True,5,0,16,"['e', 'o', 'n', 'r', 't', 'i', 'l', 'a', 'c', 's', 'm', 'u', 'p', 'h', 'y', 'g']"
cyrtopia,True,5,0,13,"['a', 'i', 't', 'e', 'l', 'r', 'o', 'n', 'u', 'p', 'c', 'h', 'y']"
lienculus,True,5,0,12,"['i', 'e', 'r', 'a', 't', 'n', 'l', 'o', 's', 'u', 'g', 'c']"
tuck,False,6,0,7,"['a', 'e', 'o', 'i', 't', 'r', 'h']"
becuiba,False,6,0,10,"['e', 'r', 'a', 'l', 't', 'n', 's', 'i', 'c', 'd']"
rufflike,False,6,0,9,"['a', 'e', 'n', 'o', 't', 'l', 'i', 'c', 's']"
gratulation,True,4,0,13,"['e', 'a', 'i', 't', 'r', 'o', 'n', 'c', 'p', 'h', 'l', 'u', 'g']"
disgustful,False,6,0,11,"['i', 'e', 'r', 'o', 'n', 't', 'a', 's', 'l', 'u', 'h']"
microcrystallogeny,True,3,0,16,"['e', 'o', 'r', 'a', 'n', 't', 'i', 'c', 'l', 's', 'd', 'p', 'm', 'u', 'g', 'y']"
bavian,False,6,0,9,"['e', 'a', 'n', 'i', 't', 'r', 'l', 'm', 'c']"
petrification,False,6,0,15,"['e', 'r', 'a', 'i', 't', 'n', 'c', 's', 'o', 'l', 'd', 'p', 'm', 'h', 'g']"
antiseption,True,4,0,12,"['e', 'a', 'r', 'n', 'i', 't', 's', 'o', 'c', 'l', 'd', 'p']"
stakemaster,False,6,0,12,"['e', 'r', 't', 'a', 'n', 'l', 's', 'c', 'm', 'd', 'p', 'g']"
weatherhead,False,6,0,11,"['e', 'r', 't', 'a', 'n', 'l', 'i', 's', 'c', 'h', 'p']"
unglosed,False,6,0,13,"['a', 'e', 'r', 'n', 'o', 'i', 'l', 't', 's', 'd', 'u', 'p', 'b']"
draggy,False,6,0,8,"['e', 'a', 'n', 'i', 't', 'l', 'r', 'c']"
ectoblast,False,6,0,13,"['i', 'e', 'a', 'n', 't', 'r', 's', 'o', 'l', 'u', 'c', 'p', 'm']"
ensue,False,6,0,8,"['a', 'e', 't', 'r', 'n', 'l', 'i', 'd']"
yaguaza,False,6,0,7,"['e', 'a', 'r', 't', 'l', 'n', 'c']"
obduracy,False,6,0,11,"['a', 'e', 'r', 't', 'n', 'o', 'l', 's', 'u', 'c', 'm']"
grow,False,6,0,7,"['a', 'e', 'o', 'i', 'n', 's', 't']"
lying,False,6,0,9,"['a', 'e', 'i', 'r', 'l', 'n', 't', 'o', 's']"
splintery,True,3,0,12,"['i', 'e', 'n', 't', 'r', 'a', 'o', 'l', 'u', 's', 'y', 'p']"
kitchenward,False,6,0,15,"['e', 'a', 'r', 'o', 't', 'i', 'n', 'l', 'c', 's', 'h', 'd', 'm', 'p', 'g']"
accentuator,True,5,0,13,"['e', 'a', 'r', 't', 'i', 'n', 'l', 'o', 'c', 'h', 'm', 'p', 'u']"
gloomy,False,6,0,8,"['e', 'a', 'o', 'r', 'n', 't', 'l', 'u']"
traveldom,False,6,0,14,"['i', 'e', 'a', 't', 'r', 'n', 'l', 's', 'c', 'o', 'm', 'd', 'p', 'g']"
redbird,False,6,0,10,"['e', 'r', 'a', 'o', 'i', 't', 'n', 'l', 'd', 's']"
hyporadiolus,True,5,0,16,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'o', 's', 'c', 'u', 'p', 'm', 'd', 'h', 'y']"
underchancellor,True,3,0,13,"['a', 'i', 'e', 'r', 't', 'n', 'o', 'l', 'c', 'h', 's', 'u', 'd']"
ingaevonic,False,6,0,12,"['i', 'a', 'n', 'e', 'r', 't', 'o', 'c', 'l', 's', 'd', 'm']"
niccoliferous,False,6,0,15,"['e', 'i', 'n', 't', 'r', 's', 'o', 'l', 'c', 'a', 'u', 'd', 'm', 'p', 'v']"
warbled,False,6,0,11,"['e', 'r', 'a', 'i', 't', 'n', 'l', 's', 'd', 'o', 'y']"
ceroplast,True,5,0,14,"['i', 'e', 'a', 't', 'n', 'r', 'l', 's', 'o', 'u', 'p', 'd', 'm', 'c']"
heatlike,False,6,0,11,"['a', 'e', 't', 'i', 'n', 'r', 'l', 's', 'c', 'd', 'p']"
rosular,True,3,0,9,"['e', 'a', 'r', 'i', 'o', 'n', 'l', 'u', 's']"
cochlear,True,5,0,12,"['a', 'e', 't', 'r', 'i', 'l', 'o', 'n', 's', 'c', 'u', 'h']"
theron,True,2,0,8,"['e', 'r', 'a', 'i', 'n', 'o', 't', 'h']"
dramalogue,False,6,0,11,"['i', 'e', 'a', 't', 'r', 'n', 'l', 'o', 'c', 'p', 's']"
arciform,False,6,0,11,"['a', 'e', 'o', 'n', 'r', 'i', 't', 'c', 's', 'l', 'd']"
monopetalae,True,4,0,12,"['e', 'a', 'r', 't', 'n', 'i', 'l', 'o', 'c', 'p', 'h', 'm']"
thermoperiodicity,True,5,0,16,"['e', 'r', 'i', 't', 'n', 'o', 'l', 's', 'a', 'c', 'h', 'm', 'p', 'u', 'y', 'd']"
mandrake,False,6,0,10,"['a', 't', 'l', 'n', 'e', 'r', 'c', 'i', 's', 'p']"
semology,False,6,0,10,"['a', 'e', 'r', 'i', 'l', 't', 'n', 's', 'o', 'c']"
lipoferous,False,6,0,14,"['i', 'e', 'n', 't', 'r', 'a', 's', 'o', 'l', 'c', 'm', 'u', 'p', 'd']"
atrichosis,True,2,0,10,"['i', 't', 'a', 'e', 'n', 'r', 's', 'o', 'c', 'h']"
anneslia,True,2,0,8,"['a', 'i', 't', 'l', 'n', 'e', 'r', 's']"
cobbra,False,6,0,9,"['e', 'a', 'i', 'r', 'o', 'n', 't', 'l', 'w']"
osteogenesis,False,6,0,12,"['e', 'r', 'n', 't', 's', 'i', 'l', 'a', 'o', 'm', 'p', 'c']"
caulotaxy,False,6,0,11,"['i', 'e', 'a', 'r', 't', 'n', 'l', 's', 'c', 'o', 'b']"
genyophrynidae,False,6,0,15,"['o', 'i', 'e', 't', 'n', 'r', 'a', 'c', 'l', 's', 'p', 'h', 'd', 'u', 'm']"
login,False,6,0,10,"['a', 'e', 'i', 't', 'r', 'n', 'o', 'l', 's', 'u']"
zoeform,False,6,0,9,"['e', 'r', 'a', 't', 'n', 'o', 'i', 'l', 's']"
corollary,True,4,0,10,"['i', 'e', 'a', 'n', 't', 'r', 'o', 'l', 'c', 'y']"
chlamydobacteriaceae,True,5,0,18,"['o', 'i', 'a', 't', 'r', 'n', 'l', 'e', 'c', 'p', 'h', 'm', 's', 'd', 'u', 'g', 'b', 'y']"
presurvey,False,6,0,10,"['i', 'e', 'r', 'a', 't', 'o', 'n', 's', 'p', 'l']"
aedilian,True,5,0,11,"['a', 'i', 't', 'n', 'l', 'r', 'c', 's', 'm', 'e', 'd']"
tubik,False,6,0,8,"['a', 'e', 'i', 't', 'r', 'n', 'o', 'l']"
entosphere,True,4,0,12,"['i', 'e', 'r', 'a', 'n', 't', 'l', 'o', 's', 'h', 'c', 'p']"
hydrofluate,False,6,0,13,"['e', 'i', 'a', 't', 'r', 'o', 'n', 'l', 'u', 'p', 'c', 's', 'm']"
regather,False,6,0,11,"['a', 'e', 'r', 't', 'i', 'n', 'l', 's', 'm', 'h', 'c']"
discoplacenta,True,1,0,12,"['e', 'i', 'a', 't', 'n', 'r', 'l', 'c', 'o', 's', 'p', 'd']"
chivalrousness,True,5,0,17,"['o', 'i', 'n', 'e', 'r', 'a', 't', 'l', 's', 'c', 'u', 'h', 'm', 'd', 'p', 'g', 'v']"
gasless,False,6,0,10,"['e', 'a', 'r', 'n', 't', 'l', 's', 'c', 'm', 'i']"
spiraculum,True,5,0,14,"['i', 'e', 'a', 't', 'n', 'r', 'l', 'o', 's', 'c', 'h', 'u', 'm', 'p']"
undeliberative,False,6,0,16,"['o', 'e', 'r', 't', 'a', 'n', 'i', 's', 'l', 'c', 'd', 'p', 'm', 'u', 'v', 'h']"
stereobatic,False,6,0,14,"['e', 'r', 'a', 'n', 't', 'i', 's', 'c', 'l', 'm', 'd', 'o', 'p', 'u']"
gaviiformes,False,6,0,13,"['e', 'a', 'r', 't', 'n', 'i', 'l', 's', 'c', 'o', 'm', 'p', 'd']"
derived,False,6,0,10,"['e', 'r', 't', 'a', 'n', 's', 'l', 'd', 'i', 'c']"
flagellated,False,6,0,11,"['e', 'r', 't', 'a', 'n', 'l', 's', 'c', 'd', 'p', 'i']"
aspen,False,6,0,10,"['a', 'e', 'r', 'n', 't', 'l', 'i', 's', 'h', 'u']"
preinvent,False,6,0,12,"['i', 'e', 'n', 't', 'r', 'a', 'o', 'c', 'l', 'd', 'p', 'g']"
sachamaker,False,6,0,13,"['i', 'e', 'r', 'a', 't', 'l', 'n', 'c', 'm', 'h', 's', 'd', 'p']"
spectroscopic,True,4,0,12,"['e', 'i', 'n', 't', 'r', 'a', 's', 'o', 'l', 'c', 'm', 'p']"
arctogaeal,False,6,0,13,"['i', 'e', 'a', 't', 'n', 'r', 'o', 'l', 's', 'c', 'm', 'p', 'u']"
respondency,False,6,0,13,"['e', 'r', 'a', 'n', 't', 'i', 'o', 's', 'c', 'l', 'h', 'd', 'm']"
gadroon,False,6,0,10,"['e', 'a', 'r', 'i', 't', 'l', 'n', 'o', 'c', 's']"
consort,False,6,0,11,"['e', 'a', 'o', 'r', 'i', 'n', 't', 'c', 'l', 'g', 'd']"
plumelike,False,6,0,9,"['i', 'e', 'n', 't', 'r', 'l', 'a', 's', 'o']"
aniseikonia,False,6,0,12,"['e', 'i', 'n', 'a', 't', 'o', 'c', 's', 'r', 'l', 'd', 'p']"
paintedness,False,6,0,12,"['e', 'r', 'n', 'i', 't', 'a', 's', 'o', 'l', 'u', 'c', 'm']"
cochliodus,False,6,0,13,"['i', 'e', 'a', 'o', 'n', 'r', 't', 'l', 's', 'u', 'c', 'h', 'm']"
disintegration,True,5,0,15,"['o', 'i', 't', 'a', 'n', 'r', 'e', 's', 'l', 'p', 'd', 'c', 'u', 'm', 'g']"
calmierer,False,6,0,12,"['i', 'e', 'r', 't', 'n', 'l', 'a', 'c', 'o', 'd', 's', 'y']"
faunally,False,6,0,9,"['a', 'r', 'n', 'e', 't', 'i', 'l', 'o', 'c']"
archeion,True,5,0,13,"['a', 'e', 'n', 'i', 't', 'o', 'l', 'r', 's', 'm', 'd', 'h', 'c']"
nance,False,6,0,9,"['a', 't', 'r', 'l', 'n', 'e', 'd', 'i', 'g']"
expellee,False,6,0,8,"['a', 'e', 'r', 'n', 't', 'l', 's', 'd']"
treasonable,True,2,0,11,"['e', 't', 'i', 'r', 'n', 'a', 'l', 'o', 'c', 'b', 's']"
triboluminescence,False,6,0,17,"['e', 'r', 'a', 't', 'n', 'o', 'i', 'l', 's', 'c', 'd', 'm', 'p', 'y', 'u', 'h', 'g']"
crevice,False,6,0,10,"['e', 'a', 't', 'r', 'n', 'l', 's', 'i', 'c', 'd']"
unresistedly,True,2,0,12,"['e', 'r', 'a', 't', 'n', 'i', 's', 'o', 'u', 'l', 'y', 'd']"
superciliousness,True,4,0,14,"['i', 'a', 'r', 'e', 't', 'n', 's', 'o', 'l', 'u', 'm', 'd', 'p', 'c']"
prehumiliation,False,6,0,17,"['o', 'i', 'n', 't', 's', 'a', 'r', 'e', 'l', 'p', 'd', 'c', 'm', 'u', 'g', 'f', 'b']"
planktologist,False,6,0,15,"['e', 'i', 'a', 't', 'n', 's', 'r', 'o', 'l', 'c', 'u', 'p', 'd', 'g', 'h']"
camerina,True,3,0,10,"['a', 'i', 't', 'n', 'r', 'e', 'l', 'c', 's', 'm']"
clave,False,6,0,10,"['a', 'e', 'r', 'l', 't', 'n', 'c', 'g', 's', 'u']"
orca,False,6,0,9,"['a', 'o', 'r', 's', 'i', 'e', 'l', 'u', 't']"
actability,False,6,0,11,"['i', 'a', 't', 'n', 'r', 'l', 'e', 's', 'c', 'o', 'h']"
lubricational,True,4,0,14,"['e', 'i', 'n', 't', 'a', 's', 'c', 'l', 'o', 'r', 'u', 'p', 'm', 'b']"
synodus,False,6,0,8,"['e', 'a', 'o', 'r', 't', 'l', 'n', 'i']"
coumarate,True,3,0,11,"['i', 'e', 'a', 't', 'r', 'n', 'l', 'c', 'o', 'm', 'u']"
hoodshyness,False,6,0,10,"['e', 'a', 'r', 't', 'n', 'i', 'o', 's', 'u', 'c']"
prolongably,False,6,0,12,"['e', 'a', 'i', 'n', 't', 'o', 'r', 'l', 'c', 'p', 's', 'd']"
agrammatical,False,6,0,13,"['e', 'i', 'o', 'a', 't', 'n', 'r', 'l', 'c', 'p', 's', 'm', 'u']"
sulphopropionic,True,3,0,13,"['a', 'e', 'i', 't', 'n', 'o', 'r', 's', 'c', 'l', 'u', 'p', 'h']"
vender,False,6,0,10,"['e', 'r', 't', 'l', 'n', 's', 'h', 'd', 'p', 'g']"
unshuddering,True,5,0,14,"['e', 'a', 'r', 'i', 'n', 't', 'o', 's', 'c', 'l', 'u', 'd', 'g', 'h']"
desiccant,True,3,0,11,"['i', 'e', 'r', 'a', 't', 'n', 'l', 's', 'c', 'p', 'd']"
trolly,True,4,0,9,"['e', 'a', 'o', 'n', 'r', 't', 'l', 'i', 'y']"
nonascetic,True,2,0,10,"['i', 'e', 'n', 'a', 't', 'o', 'l', 'r', 's', 'c']"
parallelotropism,True,1,0,11,"['i', 'a', 't', 'e', 'n', 'r', 's', 'l', 'o', 'm', 'p']"
mildly,False,6,0,7,"['e', 'a', 'o', 'i', 'n', 't', 's']"
recalibration,True,5,0,15,"['e', 'r', 'a', 't', 'i', 'n', 'l', 'o', 'c', 's', 'p', 'd', 'u', 'g', 'b']"
resistable,True,1,0,9,"['i', 'a', 'e', 't', 'n', 'r', 's', 'l', 'b']"
merychippus,False,6,0,13,"['e', 't', 'i', 'n', 'r', 'a', 'l', 's', 'o', 'c', 'h', 'u', 'd']"
substrate,False,6,0,12,"['i', 'e', 'a', 't', 'n', 'r', 's', 'o', 'u', 'l', 'm', 'p']"
bassoon,False,6,0,9,"['e', 'a', 'r', 'i', 'n', 't', 'l', 'o', 'c']"
teated,True,3,0,7,"['e', 'r', 'n', 't', 's', 'a', 'd']"
untentaculate,True,3,0,10,"['e', 'a', 't', 'n', 'i', 'r', 'l', 'o', 'u', 'c']"
amphichrom,False,6,0,11,"['i', 'a', 'n', 'e', 't', 'r', 'o', 'l', 's', 'c', 'u']"
ionidium,False,6,0,9,"['a', 'e', 'i', 'n', 't', 'o', 's', 'c', 'l']"
gelose,False,6,0,10,"['e', 'r', 't', 'l', 'i', 'a', 'n', 's', 'o', 'h']"
azotous,False,6,0,11,"['e', 'a', 'i', 't', 'n', 'r', 'l', 's', 'o', 'u', 'c']"
resuppression,True,2,0,10,"['e', 'r', 'a', 'o', 'n', 't', 'i', 's', 'p', 'u']"
episcopalism,True,4,0,13,"['e', 'i', 'n', 't', 'r', 's', 'l', 'a', 'c', 'o', 'm', 'd', 'p']"
tarea,True,1,0,5,"['a', 'r', 'i', 'e', 't']"
instructively,True,5,0,16,"['e', 'a', 'i', 't', 'n', 's', 'r', 'o', 'l', 'c', 'd', 'y', 'm', 'p', 'v', 'u']"
graduator,False,6,0,10,"['i', 'e', 'a', 'n', 't', 'r', 'o', 'l', 'c', 'p']"
stanley,True,5,0,12,"['e', 'r', 'a', 't', 'n', 's', 'd', 'c', 'l', 'g', 'm', 'y']"
myringomycosis,False,6,0,12,"['o', 'i', 'n', 't', 'r', 'e', 'c', 's', 'a', 'p', 'u', 'l']"
cloudlessness,False,6,0,12,"['e', 'r', 't', 'n', 'a', 's', 'l', 'i', 'o', 'u', 'p', 'b']"
unfallible,False,6,0,12,"['i', 'a', 'e', 't', 'n', 'r', 'l', 'o', 'c', 's', 'u', 'd']"
shackling,False,6,0,14,"['i', 'e', 'a', 't', 'n', 'r', 'l', 'c', 'o', 'h', 's', 'd', 'g', 'u']"
battik,False,6,0,9,"['e', 'a', 't', 'i', 'n', 'c', 's', 'r', 'd']"
bushy,False,6,0,9,"['a', 'e', 'i', 'o', 's', 't', 'u', 'y', 'r']"
confinable,False,6,0,14,"['i', 'a', 'e', 't', 'n', 'r', 'l', 'o', 'c', 'd', 's', 'g', 'b', 'm']"
codhead,False,6,0,10,"['e', 'a', 'r', 't', 'n', 'l', 'c', 'o', 's', 'u']"
trochoidally,True,4,0,14,"['e', 'i', 'a', 'n', 't', 'r', 'l', 'o', 'c', 's', 'h', 'y', 'm', 'd']"
pennaceous,True,5,0,13,"['i', 'e', 'r', 'n', 't', 's', 'l', 'a', 'd', 'c', 'o', 'u', 'p']"
confervaceous,False,6,0,14,"['e', 'r', 'i', 'a', 't', 'n', 'l', 'o', 'c', 's', 'u', 'd', 'm', 'g']"
strychnic,True,4,0,12,"['i', 'a', 'r', 'e', 't', 'n', 'o', 'c', 's', 'u', 'h', 'y']"
tangentiality,False,6,0,12,"['e', 'a', 't', 'i', 'n', 'r', 'l', 'o', 's', 'c', 'd', 'h']"
phenomenology,False,6,0,13,"['e', 'r', 'n', 't', 'i', 'a', 'l', 'o', 's', 'm', 'p', 'h', 'u']"
torchless,True,5,0,13,"['i', 'e', 'a', 'n', 't', 'r', 'o', 'l', 's', 'u', 'b', 'c', 'h']"
recook,False,6,0,9,"['e', 'r', 'a', 'n', 's', 't', 'i', 'o', 'l']"
leaderless,True,3,0,9,"['i', 'e', 'r', 't', 'n', 'l', 's', 'd', 'a']"
circumumbilical,False,6,0,11,"['a', 'e', 'i', 't', 'n', 'r', 'l', 'o', 'c', 'h', 's']"
mugwumpism,False,6,0,7,"['i', 'e', 'a', 'r', 't', 'n', 'l']"
nonswearing,False,6,0,14,"['e', 'a', 't', 'n', 'i', 'o', 'r', 'd', 'c', 's', 'l', 'g', 'h', 'p']"
sky,False,6,0,6,"['a', 'o', 'u', 'e', 'i', 'h']"
deliberateness,False,6,0,15,"['o', 'e', 'r', 't', 'n', 's', 'a', 'l', 'i', 'c', 'd', 'm', 'p', 'v', 'h']"
mitigatory,False,6,0,11,"['i', 't', 'e', 'a', 'n', 'r', 'o', 'c', 's', 'l', 'd']"
barehanded,False,6,0,11,"['i', 'e', 'n', 'a', 'r', 't', 'l', 's', 'c', 'd', 'm']"
centralist,True,2,0,11,"['i', 'e', 't', 'a', 'n', 'r', 's', 'l', 'p', 'd', 'c']"
oxyether,False,6,0,10,"['a', 'e', 'r', 't', 'i', 'n', 'l', 'h', 's', 'c']"
interseminal,True,1,0,10,"['e', 'r', 'i', 'n', 't', 'a', 'l', 's', 'd', 'm']"
premisal,True,3,0,11,"['a', 'e', 'r', 'i', 't', 'n', 'l', 'c', 's', 'm', 'p']"
paramese,True,5,0,11,"['a', 't', 'r', 'i', 'n', 'l', 'e', 's', 'c', 'm', 'p']"
ossetish,True,5,0,11,"['a', 'e', 'r', 'i', 'n', 'l', 't', 's', 'u', 'o', 'h']"
parentheses,True,3,0,11,"['e', 'r', 'a', 'n', 't', 'l', 's', 'i', 'h', 'c', 'p']"
unembarrassment,False,6,0,14,"['a', 'e', 'r', 'n', 't', 'i', 'l', 'c', 'o', 's', 'p', 'm', 'u', 'h']"
confirmingly,False,6,0,15,"['e', 'i', 'n', 'o', 't', 's', 'r', 'a', 'l', 'c', 'd', 'g', 'm', 'y', 'h']"
treasurable,True,5,0,13,"['e', 't', 'i', 'r', 'a', 'n', 'l', 'o', 'c', 'b', 'p', 's', 'u']"
purposivistic,False,6,0,13,"['e', 'i', 't', 'n', 's', 'o', 'c', 'r', 'a', 'l', 'p', 'h', 'd']"
furnacite,False,6,0,14,"['i', 'e', 'n', 'a', 't', 'r', 'l', 'o', 'c', 'u', 's', 'd', 'p', 'q']"
nailprint,True,5,0,12,"['i', 't', 'a', 'n', 's', 'l', 'e', 'r', 'o', 'y', 'u', 'p']"
aspidobranchia,False,6,0,16,"['o', 'a', 'i', 't', 'n', 'r', 'l', 'e', 'c', 's', 'h', 'p', 'm', 'u', 'd', 'g']"
swirl,False,6,0,8,"['a', 'e', 'i', 'r', 't', 'n', 'o', 'h']"
recruitment,False,6,0,11,"['e', 'r', 'a', 'o', 't', 'n', 'i', 'l', 's', 'd', 'h']"
nemertini,True,4,0,10,"['i', 't', 'a', 'n', 'e', 'r', 'l', 's', 'd', 'm']"
piper,False,6,0,9,"['a', 'e', 'r', 't', 'l', 'i', 'n', 's', 'd']"
dissatisfy,False,6,0,10,"['i', 't', 'a', 'n', 's', 'e', 'l', 'r', 'c', 'm']"
evangelization,False,6,0,13,"['o', 'i', 'n', 'a', 't', 'r', 'c', 'e', 'l', 's', 'd', 'm', 'p']"
poluphloisboiotatotic,False,6,0,16,"['o', 'n', 'r', 'i', 't', 's', 'c', 'e', 'a', 'l', 'p', 'u', 'h', 'm', 'd', 'f']"
podomancy,False,6,0,11,"['i', 'e', 'a', 'r', 't', 'n', 'o', 'l', 'c', 'm', 's']"
thishow,False,6,0,9,"['e', 'a', 'o', 'n', 't', 'i', 'r', 'l', 'c']"
ovarin,False,6,0,10,"['e', 'a', 'n', 'i', 't', 'r', 'l', 'c', 'm', 'u']"
ismal,False,6,0,10,"['a', 'e', 'r', 't', 'n', 'l', 'o', 'i', 'm', 'd']"
intraduodenal,False,6,0,15,"['e', 'i', 'a', 'n', 't', 'r', 'l', 'c', 's', 'o', 'm', 'p', 'd', 'h', 'g']"
vassalry,False,6,0,10,"['a', 'r', 'e', 't', 'n', 'l', 'i', 'c', 's', 'o']"
unfluted,False,6,0,9,"['a', 'e', 'r', 'n', 'o', 'i', 't', 's', 'c']"
conclusional,True,3,0,11,"['e', 'i', 'a', 't', 'n', 'o', 'r', 'l', 'c', 's', 'u']"
acronymic,False,6,0,12,"['i', 'a', 'n', 'e', 't', 'o', 'r', 's', 'l', 'c', 'd', 'g']"
electroosmotic,True,4,0,13,"['o', 'i', 'n', 'r', 't', 's', 'a', 'c', 'e', 'l', 'h', 'p', 'm']"
morrowtide,False,6,0,11,"['i', 'e', 't', 'a', 'n', 's', 'r', 'o', 'c', 'l', 'p']"
glucosidically,False,6,0,15,"['o', 'i', 'n', 't', 's', 'c', 'a', 'l', 'e', 'r', 'y', 'p', 'd', 'u', 'b']"
concatenation,True,1,0,8,"['e', 'i', 'n', 'a', 't', 'o', 'r', 'c']"
fucate,False,6,0,11,"['e', 'a', 't', 'r', 'i', 'o', 'c', 'n', 's', 'u', 'v']"
abigail,False,6,0,9,"['e', 'a', 't', 'r', 'n', 'l', 'i', 'c', 's']"
encinillo,True,4,0,10,"['i', 'n', 'e', 't', 's', 'a', 'c', 'o', 'r', 'l']"
ungloriously,True,4,0,13,"['e', 'i', 'a', 't', 'n', 'o', 'r', 's', 'u', 'c', 'l', 'y', 'g']"
drupelet,False,6,0,12,"['a', 'e', 'r', 't', 'n', 'o', 'l', 'i', 'p', 'u', 's', 'h']"
unsensory,False,6,0,10,"['i', 'e', 'a', 'r', 'n', 't', 'o', 'c', 'l', 'd']"
aphelenchus,True,4,0,13,"['e', 'r', 'n', 't', 'l', 'i', 'a', 's', 'o', 'c', 'u', 'h', 'p']"
eucosmidae,True,4,0,13,"['i', 'a', 'e', 'r', 'n', 't', 'l', 's', 'c', 'o', 'd', 'm', 'u']"
tragicose,False,6,0,14,"['i', 'e', 'a', 't', 'n', 'r', 'l', 's', 'c', 'o', 'm', 'd', 'p', 'b']"
interdepend,True,5,0,12,"['e', 'r', 't', 'a', 'n', 'i', 'l', 's', 'd', 'm', 'c', 'p']"
pronpl,False,6,0,9,"['e', 'a', 'o', 'n', 'i', 't', 'r', 'g', 'd']"
immunogenic,False,6,0,13,"['e', 'r', 'i', 't', 'n', 'a', 'o', 's', 'c', 'l', 'u', 'm', 'p']"
unfledgedness,False,6,0,12,"['e', 'r', 'n', 'a', 't', 'i', 's', 'o', 'l', 'u', 'd', 'c']"
amaga,False,6,0,7,"['a', 't', 'r', 'l', 'n', 'c', 'i']"
archelenis,True,4,0,13,"['i', 'e', 'r', 't', 'n', 'a', 's', 'l', 'o', 'm', 'd', 'c', 'h']"
brustle,False,6,0,12,"['e', 'a', 'i', 'o', 't', 'l', 's', 'u', 'c', 'r', 'm', 'p']"
bibliographize,False,6,0,13,"['o', 'a', 'i', 't', 'n', 'r', 'l', 's', 'c', 'e', 'p', 'd', 'm']"
ectocuniform,False,6,0,15,"['e', 'i', 'n', 'a', 'o', 'r', 't', 's', 'c', 'l', 'u', 'd', 'm', 'p', 'h']"
scutulated,True,4,0,12,"['i', 'e', 'r', 'a', 't', 'n', 's', 'o', 'l', 'u', 'c', 'd']"
choledoch,False,6,0,7,"['i', 'e', 'a', 'r', 'n', 't', 's']"
pessimum,False,6,0,9,"['a', 'e', 'r', 'i', 't', 'l', 'n', 's', 'd']"
winegrower,False,6,0,11,"['i', 'e', 'r', 't', 'n', 'a', 'o', 'l', 's', 'd', 'p']"
annelida,False,6,0,11,"['a', 'i', 't', 'n', 'e', 'r', 'l', 'c', 's', 'o', 'm']"
whatness,False,6,0,11,"['a', 'e', 'r', 'n', 'i', 't', 's', 'l', 'c', 'm', 'p']"
sulphurization,False,6,0,17,"['o', 'i', 'n', 't', 'a', 'r', 'e', 'c', 's', 'l', 'u', 'm', 'd', 'p', 'h', 'g', 'b']"
monistical,True,4,0,13,"['i', 't', 'a', 'n', 's', 'e', 'r', 'c', 'o', 'l', 'p', 'h', 'm']"
anaspidacea,False,6,0,13,"['e', 'a', 't', 'r', 'n', 'l', 'i', 'c', 's', 'o', 'm', 'd', 'h']"
approximatively,False,6,0,16,"['a', 'i', 't', 'n', 's', 'r', 'e', 'l', 'o', 'c', 'm', 'p', 'd', 'g', 'y', 'h']"
scopidae,True,5,0,13,"['a', 'e', 'i', 'o', 'n', 't', 'r', 'l', 'c', 's', 'd', 'h', 'p']"
spondylocladium,True,3,0,15,"['a', 'e', 'i', 't', 'n', 'o', 'r', 'l', 's', 'c', 'd', 'u', 'p', 'y', 'm']"
turningness,True,2,0,10,"['e', 'a', 'r', 'n', 'o', 'i', 't', 'u', 's', 'g']"
wisecrack,False,6,0,12,"['i', 'e', 'r', 'a', 't', 'n', 'l', 's', 'd', 'c', 'h', 'o']"
mincer,False,6,0,10,"['e', 'r', 'a', 'i', 't', 'n', 'd', 'l', 'o', 's']"
